filename,label
crop_sesame_w1_0_055209_background_mask.png,1
crop_sesame_w1_0_055210_background_mask.png,1
crop_sesame_w1_0_055211_background_mask.png,1
crop_sesame_w1_0_055212_background_mask.png,1
crop_sesame_w1_0_055214_background_mask.png,1
crop_sesame_w1_0_055215_background_mask.png,1
crop_sesame_w1_0_055216_background_mask.png,1
crop_sesame_w1_0_055217_background_mask.png,1
crop_sesame_w1_0_055218_background_mask.png,1
crop_sesame_w1_0_055219_background_mask.png,1
crop_sesame_w1_0_055220_background_mask.png,1
crop_sesame_w1_0_055221_background_mask.png,1
crop_sesame_w1_0_055222_background_mask.png,1
crop_sesame_w1_0_055223_background_mask.png,1
crop_sesame_w1_0_055224_background_mask.png,1
crop_sesame_w1_0_055225_background_mask.png,1
crop_sesame_w1_0_055226_background_mask.png,1
crop_sesame_w1_0_055227_background_mask.png,1
crop_sesame_w1_0_055228_background_mask.png,1
crop_sesame_w1_0_055230_background_mask.png,1
crop_sesame_w1_0_055231_background_mask.png,1
crop_sesame_w1_0_055232_background_mask.png,1
crop_sesame_w1_0_055233_background_mask.png,1
crop_sesame_w1_0_055234_background_mask.png,1
crop_sesame_w1_0_055235_background_mask.png,1
crop_sesame_w1_0_055237_background_mask.png,1
crop_sesame_w1_0_055238_background_mask.png,1
crop_sesame_w1_0_055239_background_mask.png,1
crop_sesame_w1_0_055241_background_mask.png,1
crop_sesame_w1_0_055242_background_mask.png,1
crop_sesame_w1_0_055244_background_mask.png,1
crop_sesame_w1_0_055245_background_mask.png,1
crop_sesame_w1_0_055246_background_mask.png,1
crop_sesame_w1_0_055247_background_mask.png,1
crop_sesame_w1_0_055248_background_mask.png,1
crop_sesame_w1_0_055249_background_mask.png,1
crop_sesame_w1_0_055250_background_mask.png,1
crop_sesame_w1_0_055251_background_mask.png,1
crop_sesame_w1_0_055252_background_mask.png,1
crop_sesame_w1_0_055254_background_mask.png,1
crop_sesame_w1_0_055259_background_mask.png,1
crop_sesame_w1_0_055261_background_mask.png,1
crop_sesame_w1_0_055262_background_mask.png,1
crop_sesame_w1_0_055263_background_mask.png,1
crop_sesame_w1_0_055264_background_mask.png,1
crop_sesame_w1_0_055266_background_mask.png,1
crop_sesame_w1_0_055268_background_mask.png,1
crop_sesame_w1_0_055269_background_mask.png,1
crop_sesame_w1_0_055270_background_mask.png,1
crop_sesame_w1_0_055271_background_mask.png,1
crop_sesame_w1_0_055272_background_mask.png,1
crop_sesame_w1_0_055273_background_mask.png,1
crop_sesame_w1_0_055274_background_mask.png,1
crop_sesame_w1_0_055275_background_mask.png,1
crop_sesame_w1_0_055276_background_mask.png,1
crop_sesame_w1_0_055277_background_mask.png,1
crop_sesame_w1_0_055278_background_mask.png,1
crop_sesame_w1_0_055279_background_mask.png,1
crop_sesame_w1_0_055280_background_mask.png,1
crop_sesame_w1_0_055284_background_mask.png,1
crop_sesame_w1_0_055285_background_mask.png,1
crop_sesame_w1_0_055286_background_mask.png,1
crop_sesame_w1_0_055287_background_mask.png,1
crop_sesame_w1_0_055288_background_mask.png,1
crop_sesame_w1_0_055289_background_mask.png,1
crop_sesame_w1_0_055291_background_mask.png,1
crop_sesame_w1_0_055292_background_mask.png,1
crop_sesame_w1_0_055293_background_mask.png,1
crop_sesame_w1_0_055294_background_mask.png,1
crop_sesame_w1_0_055295_background_mask.png,1
crop_sesame_w1_0_055296_background_mask.png,1
crop_sesame_w1_0_055297_background_mask.png,1
crop_sesame_w1_0_055298_background_mask.png,1
crop_sesame_w1_0_055299_background_mask.png,1
crop_sesame_w1_0_055301_background_mask.png,1
crop_sesame_w1_0_055302_background_mask.png,1
crop_sesame_w1_0_055303_background_mask.png,1
crop_sesame_w1_0_055304_background_mask.png,1
crop_sesame_w1_0_055305_background_mask.png,1
crop_sesame_w1_0_055306_background_mask.png,1
crop_sesame_w1_0_055307_background_mask.png,1
crop_sesame_w1_0_055308_background_mask.png,1
crop_sesame_w1_0_055309_background_mask.png,1
crop_sesame_w1_0_055310_background_mask.png,1
crop_sesame_w1_0_055311_background_mask.png,1
crop_sesame_w1_0_055312_background_mask.png,1
crop_sesame_w1_0_055313_background_mask.png,1
crop_sesame_w1_0_055314_background_mask.png,1
crop_sesame_w1_0_055315_background_mask.png,1
crop_sesame_w1_0_055316_background_mask.png,1
crop_sesame_w1_0_055317_background_mask.png,1
crop_sesame_w1_0_055318_background_mask.png,1
crop_sesame_w1_0_055319_background_mask.png,1
crop_sesame_w1_0_055320_background_mask.png,1
crop_sesame_w1_0_055321_background_mask.png,1
crop_sesame_w1_0_055325_background_mask.png,1
crop_sesame_w1_0_055326_background_mask.png,1
crop_sesame_w1_0_055328_background_mask.png,1
crop_sesame_w1_0_055330_background_mask.png,1
crop_sesame_w1_0_055331_background_mask.png,1
crop_sesame_w1_0_055332_background_mask.png,1
crop_sesame_w1_0_055333_background_mask.png,1
crop_sesame_w1_0_055335_background_mask.png,1
crop_sesame_w1_0_055340_background_mask.png,1
crop_sesame_w1_0_055341_background_mask.png,1
crop_sesame_w1_0_055342_background_mask.png,1
crop_sesame_w1_0_055343_background_mask.png,1
crop_sesame_w1_0_055344_background_mask.png,1
crop_sesame_w1_0_055346_background_mask.png,1
crop_sesame_w1_0_055348_background_mask.png,1
crop_sesame_w1_0_055351_background_mask.png,1
crop_sesame_w1_0_055352_background_mask.png,1
crop_sesame_w1_0_055354_background_mask.png,1
crop_sesame_w1_0_055355_background_mask.png,1
crop_sesame_w1_0_055356_background_mask.png,1
crop_sesame_w1_0_055357_background_mask.png,1
crop_sesame_w1_0_055358_background_mask.png,1
crop_sesame_w1_0_055359_background_mask.png,1
crop_sesame_w1_0_055361_background_mask.png,1
crop_sesame_w1_0_055362_background_mask.png,1
crop_sesame_w1_0_055363_background_mask.png,1
crop_sesame_w1_0_055365_background_mask.png,1
crop_sesame_w1_0_055367_background_mask.png,1
crop_sesame_w1_0_055368_background_mask.png,1
crop_sesame_w1_0_055369_background_mask.png,1
crop_sesame_w1_0_055370_background_mask.png,1
crop_sesame_w1_0_055372_background_mask.png,1
crop_sesame_w1_0_055373_background_mask.png,1
crop_sesame_w1_0_055374_background_mask.png,1
crop_sesame_w1_0_055375_background_mask.png,1
crop_sesame_w1_0_055377_background_mask.png,1
crop_sesame_w1_0_055379_background_mask.png,1
crop_sesame_w1_0_055380_background_mask.png,1
crop_sesame_w1_0_055678_background_mask.png,1
crop_sesame_w1_0_055679_background_mask.png,1
crop_sesame_w1_0_055680_background_mask.png,1
crop_sesame_w1_0_055683_background_mask.png,1
crop_sesame_w1_0_055684_background_mask.png,1
crop_sesame_w1_0_055685_background_mask.png,1
crop_sesame_w1_0_055686_background_mask.png,1
crop_sesame_w1_0_055687_background_mask.png,1
crop_sesame_w1_0_055688_background_mask.png,1
crop_sesame_w1_0_055689_background_mask.png,1
crop_sesame_w1_0_055690_background_mask.png,1
crop_sesame_w1_0_055691_background_mask.png,1
crop_sesame_w1_0_055692_background_mask.png,1
crop_sesame_w1_0_055693_background_mask.png,1
crop_sesame_w1_0_055694_background_mask.png,1
crop_sesame_w1_0_055695_background_mask.png,1
crop_sesame_w1_0_055696_background_mask.png,1
crop_sesame_w1_0_055697_background_mask.png,1
crop_sesame_w1_0_055698_background_mask.png,1
crop_sesame_w1_0_055700_background_mask.png,1
crop_sesame_w1_0_055702_background_mask.png,1
crop_sesame_w1_0_055703_background_mask.png,1
crop_sesame_w1_0_055704_background_mask.png,1
crop_sesame_w1_0_055705_background_mask.png,1
crop_sesame_w1_0_055706_background_mask.png,1
crop_sesame_w1_0_055707_background_mask.png,1
crop_sesame_w1_0_055708_background_mask.png,1
crop_sesame_w1_0_055709_background_mask.png,1
crop_sesame_w1_0_055710_background_mask.png,1
crop_sesame_w1_0_055711_background_mask.png,1
crop_sesame_w1_0_055712_background_mask.png,1
crop_sesame_w1_0_055713_background_mask.png,1
crop_sesame_w1_0_055714_background_mask.png,1
crop_sesame_w1_0_055715_background_mask.png,1
crop_sesame_w1_0_055716_background_mask.png,1
